wav_filename,wav_filesize,transcript
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-102200-104580.wav, 58638, основанных на одном и том же начальном наборе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-713560-716779.wav, 94158, бытие определяет общественное сознание модные слесари
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-517940-520920.wav, 87118, то есть что intel увидели о нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-805820-808800.wav, 95438, зина он отстал от поезда остановите поезд
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-763900-769770.wav, 180238, то есть я в заключение понимая что ещ сергей михайлович хочет выступить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1169780-1173080.wav, 64398, мир и таким образом приобщиться к божеству
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-492389-496919.wav, 145038, интервенции но это способно несколько сгладить это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7Bjxj9qGvh8/parts/7Bjxj9qGvh8-230300-232700.wav, 52878, а также и в верхушку закрепив горячим клеем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-35150-38990.wav, 120078, к му году советский союз был вторая конфетка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1060830-1067010.wav, 196686, цен честно и самоотверженно состоялась
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-391610-393970.wav, 75598, русский человек или сказать пошире
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-131569-133700.wav, 59918, рыночного процесса часть производства
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-62140-64850.wav, 49678, может половина из этих категорий создана умышленно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-431669-433700.wav, 59918, я пришл чубайс там глава администрации
/Users/gosha/Projects/youtube-audio-captions-parsing/data/gTS2B2G9MdA/parts/gTS2B2G9MdA-41280-43079.wav, 53838, есть в полевых условиях
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-929260-931470.wav, 56718, как ламборджини бентли мерседес
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-162950-167200.wav, 136078, одни намные работники или рабочие а другие капиталисты
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-609380-611340.wav, 61838, и вот собственно коммунисты отличались от всех остальных
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SZg4hPABNOY/parts/SZg4hPABNOY-280169-284430.wav, 119438, невероятно но никто не погиб в этой страшной катастрофе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-193800-194900.wav, 35278, то вот еще коечто
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-346780-348190.wav, 38158, фиксированный
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-618650-625470.wav, 147918, говорил о том что дело идт к созданию всемирной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-439979-442050.wav, 66350, серьезные движения только тогда когда на
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-878840-882260.wav, 109518, на официальном сайте создатели выложили концепты персонажей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7wVDvFATuyE/parts/7wVDvFATuyE-153440-155500.wav, 65998, кланялись бабусе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-196320-197790.wav, 34638, полного экономического эмбарго
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-512650-517560.wav, 81038, и уже в зависимости от обстоятельств или особенностей вы будете
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-344240-351380.wav, 168526, что приговор зачитают не января а декабря
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-757660-760000.wav, 74958, михаил боярский убери ствол каналья а то будешь дело иметь со мной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-227380-229140.wav, 45198, говорил не могут чумазые
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1986140-1993440.wav, 182926, другие религии включая и католицизм на уровне
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-97689-103049.wav, 158478, дивный новый мир не иначе при этом авторы доклада в лучших традициях либералов отрицает
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1518300-1521070.wav, 33358, мы знаем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-31430-35920.wav, 115598, а она жизненная такая проблема которая перед всеми стоит
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-1000870-1002931.wav, 66030, так что это вполне естественно и будут ещ так делать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-2212000-2214000.wav, 43278, когда linux стал превращаться в источник прибыли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-885020-887480.wav, 75278, как я уже говорил делать мультфильм настолько криво
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CQHHwqfWxkY/parts/CQHHwqfWxkY-111520-114760.wav, 95118, вс быстрее и ещ быстрее
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-68150-70860.wav, 86798, судят по предельно простому параметру как рубль упал
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-610300-611300.wav, 32078, фазе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-985680-989200.wav, 112718, по технике безопасности то можно реально склеить ласты
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-54640-58840.wav, 118158, core i седьмой серии на архитектуре skylake
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-231129-236379.wav, 152078, в результате чего никотин быстрее оказывается в головном мозге
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-129000-132600.wav, 100238, the number of billion rubles a year of social investments in the infrastructure
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-94780-98420.wav, 65038, то это уже касается очень важных но менее очевидных
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-738510-740560.wav, 65678, законопроект раздать а насколько там
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-2016500-2020500.wav, 113678, нашлось место для ричарда столлмана и либертарианских идей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-545380-547740.wav, 72398, и без какойлибо реакции на этот анонс
/Users/gosha/Projects/youtube-audio-captions-parsing/data/s0U0WqFYIWs/parts/s0U0WqFYIWs-851090-854720.wav, 116238, давай давай догоняй
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-346080-348660.wav, 71758, хозяин чаплин которые порой такие глупости
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-12549-14429.wav, 41998, мне понравились колонками понравился
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-421300-422300.wav, 32078, совершенно верно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-58500-62500.wav, 119438, представьте себе мир где вы не можете изменить рецепт
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1417000-1419000.wav, 64078, какуюнибудь классную идею или решение
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-296840-299300.wav, 78798, от студии пилот можно ожидать чего угодно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-231540-236360.wav, 127438, но пытаться читать по губам что он там на самом деле хочет нам сказать мне както стрмно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1284600-1288500.wav, 93518, не пытается приписать себе чужие достижения
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-29520-32100.wav, 70798, тот кто смотрит подобное делает это сознательно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-264110-270650.wav, 193678, а потребности это понятие абсолютное и общественное
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1354500-1357500.wav, 57038, при отсутствии денежного вознаграждения многие люди
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-484820-486000.wav, 37198, игорь николаев пять причин
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-711010-716120.wav, 163278, хотя сейчас там уже много антироссийски настроенных и таких вот режимов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-134330-136989.wav, 67278, негосударственные игроки которые по версии авторов доклада
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-518886-523006.wav, 127758, и в последующем смачивая папьемаше этим ликером
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-254280-257320.wav, 77198, если вы берте животный мир то же самое млекопитающие
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-267060-270509.wav, 38798, производства невыгодно совершенно а рубль продолжает
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-792284-795363.wav, 67598, была даже создана отдельная компания chrysalis
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-213230-216269.wav, 97326, принято а когда если все тут же записать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1098500-1104580.wav, 190158, и надо сказать что введенная пифагором структура затем
